16 22106 83718
7 3200 390.97 241.82
10 3200 537.94 286.41
12 3200 459.25 207.37
13 3200 760.83 -139.3
15 3200 728.24 315.69
0 3201 551.89 19.34
1 3201 785.44 -132.44
6 3201 389.2 135.99
12 3201 474.68 148.02
0 3202 453.29 325.77
1 3202 793.11 212.95
6 3202 144.39 435.76
7 3202 250.21 460.36
10 3202 405.72 573.57
13 3202 616.62 61.37
14 3202 850.69 -388.18
0 3203 -74.88 32.37
1 3203 107.16 79.99
3 3203 -65.56 -308.13
7 3203 -173.15 127.26
10 3203 -183.55 170.6
13 3203 288.84 -204.87
15 3203 -138.42 170.54
0 3204 146.92 -37.71
1 3204 289.82 -51.1
10 3204 80.43 112.7
13 3204 509.01 -240.9
15 3204 168.87 106.12
0 3205 -113.16 435.83
1 3205 244.44 474.04
2 3205 -393.6 183.57
3 3205 -525.67 -145.77
4 3205 -14.34 -287.22
5 3205 289.67 -219.02
7 3205 -329.94 489.57
8 3205 -244.02 135.61
11 3205 46.93 -322.05
12 3205 -416.81 415.21
13 3205 101.24 109.33
14 3205 203.31 -306.02
0 3206 494.37 273.44
1 3206 818.81 146.48
6 3206 211.54 388.07
7 3206 298.23 416.45
8 3206 316.44 109.46
10 3206 457.49 515.46
13 3206 662.12 21.44
0 3207 525.58 131.62
1 3207 793.55 -8.83002
7 3207 359.02 291.91
10 3207 504.58 349.4
13 3207 729.2 -92.76
15 3207 687.74 390.85
0 3208 122 -128.63
1 3208 240.18 -133.7
7 3208 59.55 6.59003
13 3208 496.77 -323.71
15 3208 147.71 -20.91
0 3209 -234.67 -517.05
1 3209 -205.1 -390.05
4 3209 -630.82 -200.48
6 3209 -124.03 -705.39
7 3209 -233.18 -457.08
9 3209 -8.66998 -474.62
10 3209 -308.32 -481.81
0 3210 126.62 42.34
1 3210 295.73 33.68
7 3210 35.73 177.92
15 3210 131.23 211.66
0 3211 604.32 53.59
1 3211 850.47 -114.59
7 3211 447.69 232.35
10 3211 603.01 267.83
13 3211 819.31 -149.64
15 3211 806.72 294.58
0 3212 106.55 42.04
1 3212 275.42 39.26
2 3212 244.8 94.66
6 3212 71.93 100.69
7 3212 15.4 173.63
12 3212 91.64 152.75
15 3212 103.92 209.22
0 3213 78.05 -116.72
1 3213 200.9 -108.33
3 3213 182.17 -381.59
15 3213 86.27 -10.62
0 3214 84.96 -78.69
1 3214 217.01 -72.16
13 3214 458.86 -281.67
15 3214 89.24 42.7
0 3215 84.75 -122.16
1 3215 205.39 -115.55
3 3215 191.72 -384.12
10 3215 17.67 8.69
13 3215 462.53 -320.79
0 3216 70.12 -164.25
1 3216 177.26 -151.84
2 3216 291.23 -122.57
10 3216 4.81 -41.71
0 3217 585.7 149.25
1 3217 861.17 -8.09003
3 3217 347.64 -192.4
12 3217 483.43 304.81
13 3217 789.38 -68.64
15 3217 769.98 425.02
0 3218 249.67 451.97
1 3218 632.6 395.45
5 3218 653.16 -195.47
6 3218 -198.44 511.75
7 3218 18.52 544.72
8 3218 28.72 161.89
9 3218 -202.52 253.63
11 3218 378.57 -295.39
12 3218 -33.02 487.38
13 3218 389.14 144.28
0 3219 -230.87 465.8
1 3219 132.84 531.73
2 3219 -511.66 219.97
7 3219 -451.81 508.37
11 3219 -56.95 -297.38
0 3220 555.84 163.76
1 3220 834.56 16.24
2 3220 447.26 121.94
7 3220 385.2 329.42
10 3220 537.97 391.9
12 3220 444.72 310.69
15 3220 726.21 440.88
0 3221 39.17 24.22
1 3221 204.89 40.82
7 3221 -49.53 143.73
13 3221 405.85 -198.16
0 3222 117.65 -9.65002
1 3222 269.62 -14.74
2 3222 278.98 49.97
6 3222 105.24 48.82
7 3222 35.58 125.12
10 3222 44.01 142.49
13 3222 480.47 -218.73
15 3222 125.21 140.35
0 3223 659.09 -109.33
1 3223 856.95 -305.41
2 3223 638.62 -107.02
7 3223 523.7 85.78
8 3223 581.58 -119.69
10 3223 680.96 84.28
0 3224 381.49 478.04
1 3224 790.08 388.15
0 3225 1.02002 -49.92
1 3225 147.4 -20.21
3 3225 75.95 -338.95
7 3225 -76.42 62.84
8 3225 161.19 -72.08
13 3225 378.18 -265.38
15 3225 -26.87 69.55
0 3226 0.729981 -94.22
1 3226 134.6 -62.9
3 3226 92.91 -386.66
6 3226 -3.09003 -90.92
7 3226 -69.16 18.11
8 3226 172.55 -113.95
13 3226 382.18 -304.66
15 3226 -20.93 9.03998
0 3227 -149.87 172.2
1 3227 126.08 225.63
0 3228 658.73 -56.47
1 3228 873.52 -249.6
3 3228 492.1 -355.38
6 3228 541.35 96.93
7 3228 516.42 136.19
10 3228 676.28 144.67
0 3229 45.63 -112.69
1 3229 170.72 -93.99
6 3229 57.25 -95.38
7 3229 -19.33 8.63001
10 3229 -28.13 15.26
12 3229 66.64 -45.5
13 3229 427.23 -316.39
15 3229 42.07 -9.53003
0 3230 112.74 -562.51
1 3230 100.18 -551.01
7 3230 124.3 -427.48
10 3230 96.69 -492.87
0 3231 50.13 -107.96
1 3231 176.42 -91.01
2 3231 238.77 -77.3
3 3231 149.55 -381.83
7 3231 -16.65 14.3
10 3231 -24.59 21.65
13 3231 429.24 -311.41
15 3231 47.03 -2.31
0 3232 101.65 -549.09
1 3232 94.75 -534.57
6 3232 269.41 -585.2
9 3232 300.96 -368.79
10 3232 82.81 -478.48
0 3233 365.77 451.68
1 3233 764.06 364.12
13 3233 482.62 152.02
14 3233 675.52 -268.76
0 3234 364.62 443.11
1 3234 759.18 355.44
2 3234 37.99 203.69
5 3234 774.03 -200.74
6 3234 -74.7 524.8
8 3234 111.97 158.55
14 3234 676.55 -277.62
0 3235 27.07 98.22
1 3235 219.56 116.45
3 3235 30.39 -200.91
5 3235 650.56 -558.9
7 3235 -77.58 213.64
8 3235 136.72 50.1
10 3235 -72.58 258.29
12 3235 -28.34 186.58
13 3235 378.79 -137.34
15 3235 -10.64 274.73
0 3236 274.23 -117.84
1 3236 398.18 -171.87
7 3236 202.2 41.16
12 3236 319.39 9
0 3237 225.84 -219.65
1 3237 311.39 -255.99
7 3237 177.96 -63.54
8 3237 409.34 -164.62
10 3237 189.76 -88.75
12 3237 310.9 -110.19
15 3237 300.3 -130.86
0 3238 -97.67 -19.98
1 3238 69.73 35.96
15 3238 -162.4 96.14
0 3239 174.96 -32.92
1 3239 320.01 -55.41
15 3239 206.82 116.31
0 3240 99 -17.71
1 3240 249.18 -16.85
2 3240 263.36 37.28
4 3240 -297.98 -492.47
8 3240 245.49 -17.7
10 3240 23.25 130.76
15 3240 101.09 126.63
0 3241 85.48 -13.07
1 3241 237.22 -8.70001
2 3241 247.74 38.26
7 3241 4.53003 116.05
15 3241 82.51 131.17
0 3242 541.25 -381.48
1 3242 609.35 -535.94
13 3242 878.66 -540.22
0 3243 48.67 -14.26
1 3243 202.2 1.35998
2 3243 207.75 25.37
3 3243 116.24 -283.8
7 3243 -32.67 108.34
9 3243 64.63 114.09
10 3243 -35.59 129.6
12 3243 41.92 72.37
15 3243 32.7 124.72
0 3244 31.91 -21.9
1 3244 184.41 -1.66998
3 3244 102.64 -297.33
4 3244 -292.19 -437.97
7 3244 -48.31 97.22
10 3244 -53.46 118.73
13 3244 405.52 -237.43
15 3244 11.19 111.94
0 3245 65.51 -27.28
1 3245 214 -16.64
2 3245 231.91 18.15
3 3245 139.9 -290.33
4 3245 -299.86 -464.95
6 3245 53.55 11.66
8 3245 218.95 -34.34
9 3245 84.84 108.63
12 3245 66.91 63.67
13 3245 436.89 -239
15 3245 56.97 108.88
0 3246 16.16 -15.86
1 3246 171.39 8.71002
2 3246 170.58 11.05
0 3247 96.88 8.90997
1 3247 255.15 9.75
7 3247 12.06 139.76
13 3247 460.41 -204.8
15 3247 94.99 162.63
0 3248 96.88 8.90997
1 3248 255.15 9.75
2 3248 250.38 62.36
7 3248 12.06 139.76
9 3248 97.18 145.91
13 3248 460.41 -204.8
15 3248 94.99 162.63
0 3249 128.8 -32.89
1 3249 273.62 -40.89
2 3249 298.45 28.91
3 3249 201.5 -278.14
4 3249 -313.62 -516.95
7 3249 50.8 103.81
10 3249 59.14 115.89
13 3249 493.41 -238.17
15 3249 143.66 109.95
0 3250 -121.31 -97.31
1 3250 22.07 -30.82
0 3251 149.6 -63.77
1 3251 285.1 -77.93
2 3251 328.87 -1.40002
3 3251 231.84 -304.93
4 3251 -339.81 -533.22
6 3251 156.49 -2.77002
7 3251 76.4 76.23
8 3251 299.51 -49.71
10 3251 86.2 82.26
13 3251 514.68 -264.08
15 3251 176.22 70.17
0 3252 645.03 -78.94
1 3252 851.86 -268.49
7 3252 505.93 112.3
8 3252 560.76 -98.85
10 3252 662.17 117.83
13 3252 880.11 -265.6
0 3253 593.96 118.94
1 3253 860.32 -43.11
3 3253 366.17 -216.31
6 3253 416.36 267.11
8 3253 471.34 50.81
10 3253 586.71 343.39
12 3253 501.1 277.11
13 3253 801.48 -93.74
15 3253 785.27 384.29
0 3254 14.1 -15.31
1 3254 169.8 9.92999
9 3254 32.06 101.05
15 3254 -13.52 118.89
0 3255 69.32 -88.6
1 3255 199.81 -78.07
2 3255 256.65 -47.5
6 3255 77.24 -56.37
13 3255 446.32 -292.07
0 3256 285.95 -0.729981
1 3256 447.96 -58.79
6 3256 256.6 99.7
7 3256 192.42 156.65
10 3256 237.79 170.1
12 3256 292.23 141.14
13 3256 613.17 -201.54
15 3256 356.74 175.32
0 3257 106.05 53.64
1 3257 278.67 51.07
3 3257 140.55 -207.85
4 3257 -248.68 -497.62
5 3257 763.01 -607.66
6 3257 66.07 113.2
7 3257 12.53 184.94
12 3257 85.86 165.35
0 3258 155.97 55.08
1 3258 328.94 37.58
4 3258 -254.15 -536.94
6 3258 117.02 129.22
12 3258 141.69 179.74
13 3258 502.81 -161.91
15 3258 169.43 233.81
0 3259 527.64 112.25
1 3259 789.3 -29.79
6 3259 333.93 232.12
7 3259 363.75 273.88
12 3259 423.48 242.09
13 3259 733.66 -109.12
15 3259 692.8 364.06
0 3260 -18.04 -130.57
1 3260 103.95 -92.23
2 3260 180.31 -116.23
7 3260 -79.77 -20.14
8 3260 171.51 -144.55
9 3260 48.98 -4.26001
10 3260 -100.57 -12.05
13 3260 373.71 -336.98
15 3260 -41.71 -42.32
0 3261 595.37 20.74
1 3261 830.99 -147.18
6 3261 443.55 157.14
7 3261 444.05 198.25
8 3261 493.42 -32.5
10 3261 595.93 227.93
13 3261 814.82 -181.49
15 3261 798.87 246.69
0 3262 209.61 31.77
1 3262 376.28 -1.17999
7 3262 116.56 178.8
10 3262 146.58 199.15
15 3262 245.98 209.68
0 3263 61.83 -85.26
1 3263 193.85 -72.21
2 3263 246.65 -45.76
3 3263 156.77 -351.51
6 3263 67.39 -55.75
7 3263 -7.37 39.79
8 3263 229.3 -87.05
9 3263 99.61 56.38
10 3263 -12.58 48.82
15 3263 60.01 29.82
0 3264 580.28 -230.32
1 3264 715.53 -398.77
6 3264 550.35 -102.73
12 3264 615.27 -87.09
13 3264 866 -402.33
0 3265 -110.56 -519.66
1 3265 -93.37 -433.9
4 3265 -664.58 -297.16
6 3265 21.69 -648.76
7 3265 -106.95 -433.2
9 3265 106.58 -426.55
0 3266 184.94 -89.9
1 3266 314.1 -115.12
3 3266 266.88 -327.1
6 3266 198.26 -21.27
7 3266 113.97 55.68
8 3266 330.67 -68.54
10 3266 130.21 56.21
12 3266 219.32 22.71
0 3267 -55.02 501.71
1 3267 319.86 524.92
2 3267 -342.85 262.34
6 3267 -541.56 512.99
7 3267 -280.76 564.4
0 3268 664.03 -55.82
1 3268 879.32 -250.68
2 3268 628.19 -47.76
3 3268 497.13 -351.52
7 3268 521.55 138.43
10 3268 682.57 146.32
0 3269 70.36 -73.69
1 3269 205.07 -63.62
7 3269 -0.679993 52.85
10 3269 -4.28998 63.14
0 3270 -9.83002 -50.09
1 3270 137.97 -17.4
3 3270 62.96 -345.1
6 3270 -32.46 -44.84
7 3270 -87.72 60.7
9 3270 18.97 59.4
10 3270 -99.81 82.12
12 3270 -21.5 8.94
13 3270 367.48 -266.56
15 3270 -41.34 67.8
0 3271 35.82 -57.66
1 3271 177.33 -37.76
2 3271 208.66 -24.65
3 3271 119.7 -331.44
7 3271 -38.52 62.26
8 3271 198.94 -68.59
10 3271 -45.94 77.69
13 3271 412.53 -268.22
15 3271 21.17 63.78
0 3272 586.57 160.2
1 3272 865.5 2.69
9 3272 272.98 210.64
13 3272 788.87 -58.77
15 3272 769.33 441.04
0 3273 29.46 511.4
1 3273 410.66 513.29
2 3273 -264.65 272.28
6 3273 -448.42 542.39
7 3273 -199.56 582.54
11 3273 172.76 -253
12 3273 -274.69 526.03
0 3274 279.9 -288.63
1 3274 355.51 -345.39
6 3274 341.29 -224.59
10 3274 259.18 -161.7
12 3274 369.52 -194.95
15 3274 386.52 -217.56
0 3275 -113.65 46.87
1 3275 80.97 103.44
4 3275 -230.62 -316.57
6 3275 -237.46 10.24
7 3275 -221.09 131.63
10 3275 -230.71 184.26
13 3275 239.83 -198.42
15 3275 -191.35 185.05
0 3276 233.42 84.21
1 3276 420.83 42.21
6 3276 173.88 178.05
7 3276 127.97 231.77
10 3276 168.29 263.49
12 3276 208.89 223.57
13 3276 556.97 -132.89
15 3276 273.51 284.51
0 3277 88.55 41.62
1 3277 258.25 43.78
2 3277 226.8 90.13
3 3277 131.27 -221.79
4 3277 -254.29 -483.87
6 3277 51.66 95.04
7 3277 -2.19 170.16
8 3277 217.51 26.86
10 3277 4.59003 198.57
12 3277 70.29 147.82
13 3277 447.33 -178.24
15 3277 79.34 206.23
0 3278 -49.76 -86.76
1 3278 89.17 -40.96
6 3278 -64.07 -100.67
7 3278 -121.24 16.86
12 3278 -56.78 -45.92
15 3278 -89.84 12.7
0 3279 232.11 238.57
1 3279 532.9 184.64
6 3279 -93.65 266.22
7 3279 46.49 341.77
10 3279 152.84 446.05
11 3279 373.16 -497.51
13 3279 422.7 -34.69
14 3279 607.18 -504.25
0 3280 171.82 -243.77
1 3280 249.88 -261.77
2 3280 427.29 -172.9
6 3280 249.4 -190.98
7 3280 130.56 -96.49
8 3280 375.67 -195.45
10 3280 130.35 -122.35
12 3280 260.24 -153.45
13 3280 561.57 -420.7
15 3280 230.08 -170.38
0 3281 549.82 85.23
1 3281 803.69 -65
6 3281 369.43 209.67
8 3281 436.59 3.59
10 3281 537.11 298.36
12 3281 456.73 220.03
13 3281 759.61 -130.09
15 3281 726.99 329.71
0 3282 -270.46 54.94
1 3282 -31.05 147.69
2 3282 -399.2 -195.29
7 3282 -411.95 91
13 3282 29.41 -223.29
15 3282 -395.97 173.25
0 3283 225.52 16.19
1 3283 388.2 -22.25
2 3283 359.91 85.6
7 3283 134.49 166.05
10 3283 166.31 183.06
13 3283 565.27 -189.76
15 3283 270.58 190.32
0 3284 11.84 -208.55
1 3284 104.87 -176.01
6 3284 69.45 -207.2
15 3284 7.56 -143.91
0 3285 53.86 214.57
1 3285 341.5 210.89
6 3285 -285.52 188.26
7 3285 -122.05 294.11
11 3285 201.93 -526.14
14 3285 418.34 -540.41
0 3286 -127.16 -241.38
1 3286 -17.34 -168.21
6 3286 -140.55 -336.88
7 3286 -182.87 -160.79
13 3286 259 -457.53
15 3286 -169.9 -206.91
0 3287 -293.22 61.62
1 3287 -50.56 160.11
4 3287 -211.06 -167.86
0 3288 212.19 11.96
1 3288 372.74 -22.29
7 3288 122.9 160.29
15 3288 252.54 182.74
0 3289 638.99 -279.57
1 3289 760.22 -471.67
10 3289 672.13 -114.3
12 3289 696.72 -118.53
0 3290 645.91 -101.93
1 3290 844.88 -292.73
7 3290 510.37 90.47
0 3291 -218.86 -524.84
1 3291 -193.95 -402.39
7 3291 -215.25 -460.97
10 3291 -288.92 -488.87
0 3292 84.65 35.68
1 3292 251.97 39.52
2 3292 225.83 83.87
7 3292 -5.57001 163.9
13 3292 445.08 -183.55
15 3292 74.79 196.94
0 3293 489.57 286.69
1 3293 818.21 161.77
6 3293 201.65 402.84
7 3293 291.44 428.73
8 3293 309.46 119.66
11 3293 616.54 -439.49
12 3293 311.16 399.4
13 3293 656 32.28
0 3294 -167.3 -532.48
1 3294 -149.76 -426.52
6 3294 -34.15 -688.84
7 3294 -161.42 -457.7
9 3294 65.83 -457.62
0 3295 598.65 -5.03003
1 3295 826.22 -175.1
6 3295 455.03 128.03
7 3295 450.36 174.12
10 3295 601.6 198.95
12 3295 537.45 138.53
13 3295 821.24 -204.68
0 3296 -199.41 -525.79
1 3296 -176.74 -409.71
4 3296 -646.67 -227.46
6 3296 -76.02 -696.95
7 3296 -195.25 -457.76
9 3296 30.58 -465.88
0 3297 546.81 98.45
1 3297 804.48 -49.6
6 3297 361.9 224.17
7 3297 384.55 264.27
8 3297 431.31 14.17
10 3297 533.46 312.33
12 3297 449.12 234.47
13 3297 754.91 -118.29
15 3297 721.16 348.31
0 3298 -190.79 -516.02
1 3298 -165.42 -403.73
4 3298 -641.06 -234.33
6 3298 -72.11 -682.04
7 3298 -189.39 -447.48
9 3298 32.01 -455.7
0 3299 -197.34 -512.55
1 3299 -169.97 -398.21
6 3299 -82.36 -682.46
0 3300 -106.51 -218.63
1 3300 3.36999 -152.29
8 3300 87.45 -274.46
9 3300 -28.92 -146.96
15 3300 -146.42 -173.26
0 3301 -8.23999 -105.04
1 3301 121.38 -70.6
4 3301 -345.42 -403.48
6 3301 -5.81 -104.41
7 3301 -75.4 6.77002
10 3301 -91.38 18.17
12 3301 1.29999 -52.5
0 3302 61.83 -223.05
1 3302 147.56 -205.47
2 3302 318.36 -173.94
4 3302 -447.3 -463.47
6 3302 131.72 -203.78
7 3302 20.71 -95.05
8 3302 281.85 -196.2
9 3302 166.66 -45.44
12 3302 132.21 -159.9
13 3302 464.65 -410.03
15 3302 77.51 -156.64
0 3303 -50.26 -171.35
1 3303 60.74 -121.95
4 3303 -387.49 -370.43
6 3303 -24.16 -193.25
12 3303 -26.24 -141
0 3304 635.12 -79.15
1 3304 841.09 -265.24
3 3304 475.23 -393.38
7 3304 496.41 109.89
8 3304 552.51 -103.5
10 3304 650.55 116.91
15 3304 865.74 114.12
0 3305 35.1 -286.11
1 3305 111.71 -259.82
6 3305 99.28 -302.94
7 3305 -1.46997 -168.5
9 3305 142.28 -143.41
15 3305 52.29 -245.4
0 3306 387.03 -88.45
1 3306 532.99 -182
0 3307 3.31 20.17
1 3307 170.94 47.45
2 3307 138.82 40.8
6 3307 -41.79 40.41
10 3307 -92.16 164.33
12 3307 -26.37 95.32
13 3307 371.81 -204.73
15 3307 -33.03 164.78
0 3308 290.57 -109.46
1 3308 418.45 -169.4
7 3308 215.76 51.5
10 3308 253.62 44.67
12 3308 332.3 21.46
13 3308 633.64 -295.72
0 3309 611.64 -54.24
1 3309 824.19 -231.14
2 3309 568.96 -76.14
7 3309 469.64 129.16
8 3309 524.33 -91.44
10 3309 620.58 143.21
13 3309 840.78 -247.69
15 3309 830.1 145.09
0 3310 98.92 -214.2
1 3310 187.41 -209.21
4 3310 -447.13 -492.26
7 3310 53.96 -80.46
10 3310 43.06 -96.35
12 3310 168.03 -140.49
13 3310 492.02 -399.42
15 3310 126.76 -139.83
0 3311 501.56 329.45
1 3311 844.58 204.42
2 3311 300.8 217.86
10 3311 463.39 583.27
0 3312 658.62 -97.19
1 3312 860.31 -292.46
2 3312 634.15 -94.71
6 3312 553.2 50.46
7 3312 521.7 97.45
8 3312 578.25 -109.47
10 3312 679.28 98.22
12 3312 631.81 60.14
0 3313 649.55 -84.22
1 3313 854.7 -275.46
2 3313 620.4 -86.8
3 3313 492.09 -389.85
7 3313 510.95 108.02
8 3313 566.88 -101.98
0 3314 84.34 43.52
1 3314 254.22 47.53
6 3314 47.2 95.77
7 3314 -7.60998 171.5
8 3314 213.84 27.37
10 3314 -0.309998 200.32
12 3314 65.8 148.51
15 3314 73.33 208.06
0 3315 111.58 72.95
1 3315 291.09 68.2
2 3315 233.73 120.66
4 3315 -236.17 -500.74
5 3315 762.78 -585.84
6 3315 62.21 134.76
9 3315 80.7 194.48
10 3315 28.29 237.34
12 3315 84.86 186.88
13 3315 461.08 -151.01
15 3315 106.82 251.71
0 3316 155.34 49.35
1 3316 326.56 32.07
2 3316 288.44 110.15
3 3316 186.64 -201.84
4 3316 -258.19 -537.1
6 3316 119.8 123.15
7 3316 61.84 188.26
10 3316 81.31 214
12 3316 143.42 173
13 3316 503.25 -166.55
15 3316 169.66 225.77
0 3317 -57.43 6.39002
1 3317 113.58 50.47
2 3317 60.11 -5.81
6 3317 -122.28 -2.21997
7 3317 -148.79 106.58
12 3317 -104.04 53.81
13 3317 311.81 -223.51
15 3317 -112.03 137.85
0 3318 -116.41 9.33002
1 3318 63.43 68.8
2 3318 -28.2 -39.88
6 3318 -211.51 -28.19
7 3318 -213.91 95.87
8 3318 10.34 -73.74
0 3319 152.33 -138.52
1 3319 265.43 -152.49
2 3319 358.37 -78.69
3 3319 263.19 -378.96
4 3319 -398.11 -534.65
7 3319 91.05 2.82001
9 3319 192.83 33.83
10 3319 97.24 -3.54999
13 3319 525.46 -329.29
15 3319 189.89 -30.32
0 3320 -6.41998 474.93
1 3320 364.3 485.32
2 3320 -295.37 231.19
3 3320 -426.68 -100.3
5 3320 397.21 -176.23
7 3320 -229.9 541.47
0 3321 505.23 293.77
1 3321 836.99 165.31
6 3321 220.48 416.91
7 3321 306.47 438.47
8 3321 323.07 130.64
12 3321 327.95 413.24
13 3321 671.51 40.33
0 3322 485.27 317.36
1 3322 823.61 195.7
2 3322 283.62 198.91
6 3322 187.99 437.72
7 3322 282.8 458.18
10 3322 443.62 567.09
12 3322 298.66 432.33
0 3323 560.18 89.96
1 3323 816.22 -63.88
7 3323 400.21 257.61
8 3323 447.11 11.35
10 3323 549.06 305.1
12 3323 468.16 228.58
13 3323 769.61 -124.6
15 3323 741.5 337.52
0 3324 638.38 -23.28
1 3324 862.23 -207.34
2 3324 590.16 -27.6
6 3324 508.62 125.55
7 3324 491.54 164.86
8 3324 542.94 -52.71
10 3324 649.53 181.08
12 3324 588.85 135.57
13 3324 865.09 -214.93
15 3324 863.39 191.96
0 3325 -186.36 -501.16
1 3325 -155.91 -391.57
6 3325 -77.58 -664.27
7 3325 -188.26 -431.05
9 3325 24.64 -443.9
0 3326 -489.97 148.14
1 3326 -199.74 291.51
7 3326 -666.17 144.55
0 3327 226.21 -373.07
1 3327 279.5 -409.6
0 3328 161.83 67.67
1 3328 339.28 47.95
0 3329 140.65 67.94
1 3329 318.37 54.6
3 3329 162.36 -189.95
4 3329 -242.35 -524.1
7 3329 43.46 204.14
8 3329 250.44 54.75
9 3329 105.14 197.13
10 3329 62.73 234.49
0 3330 90.77 -20.2
1 3330 240.02 -16.9
2 3330 256.48 32.37
3 3330 162.84 -276.47
4 3330 -299.17 -486.14
7 3330 11.05 109.69
9 3330 103.23 121.54
10 3330 14.96 126.2
13 3330 459.38 -230.81
15 3330 89.92 122.24
0 3331 176.34 13.4
1 3331 335.48 -9.58002
4 3331 -287.22 -555.01
7 3331 88.76 156.2
10 3331 109.35 174.72
13 3331 527.12 -195.17
15 3331 202.83 179.58
0 3332 142.69 -2.35998
1 3332 296.76 -14.16
7 3332 58.67 137.33
10 3332 72.05 154.02
15 3332 157.89 154.52
0 3333 147.02 57.27
1 3333 320.33 42.57
7 3333 52.19 193.78
13 3333 494.83 -160.39
15 3333 157.12 235.35
0 3334 -418.31 354.63
1 3334 -76.36 468.42
7 3334 -628.86 368.92
15 3334 -645.82 567.88
0 3335 -500.51 323.73
1 3335 -161.55 458.61
10 3335 -732.03 479.24
15 3335 -756.1 514.05
0 3336 -310.54 376.33
1 3336 33 463.47
7 3336 -520.58 404.79
0 3337 -468.72 324.18
1 3337 -129.39 451.3
7 3337 -679.93 328.6
10 3337 -692.35 482.5
11 3337 -271.97 -419.73
12 3337 -817.08 215.27
15 3337 -710.9 518.54
0 3338 -143.25 327.46
1 3338 187.77 372.95
2 3338 -416.46 49.13
7 3338 -345.26 373.47
8 3338 -262.68 30.26
11 3338 21.38 -420.2
13 3338 76.75 13.38
14 3338 169.88 -424.89
0 3339 94.54 54.54
1 3339 268.42 54.81
3 3339 130.19 -210.49
4 3339 -246.38 -487.74
7 3339 1.75 183.61
8 3339 215.94 37.08
9 3339 76.08 178.79
10 3339 10.31 214.2
12 3339 70.41 163.04
15 3339 86.01 224.61
0 3340 -814.99 10.66
1 3340 -525.42 246.59
0 3341 -550.88 13.77
1 3341 -300.08 183.79
10 3341 -748.69 99.22
13 3341 -217.3 -276.16
0 3342 -427.15 40.84
1 3342 -180.34 176.36
0 3343 -469.73 112.73
1 3343 -193.65 253.87
0 3344 -427.48 43.47
1 3344 -179.68 178.95
15 3344 -610.39 136.23
0 3345 -256.3 205.17
1 3345 36.16 285.12
5 3345 155.87 -470.1
0 3346 -211.67 217.53
1 3346 83.19 285.38
10 3346 -365.46 376.58
0 3347 -601.91 18.28
1 3347 -343.26 200.9
0 3348 -594.94 19.06
1 3348 -337.02 200.07
0 3349 -482.17 173.69
1 3349 -184.18 313.08
7 3349 -665.65 171.04
10 3349 -686.65 298.03
0 3350 -605.82 41.91
1 3350 -339.05 223.58
7 3350 -766.91 19.46
0 3351 -493.71 165.47
1 3351 -197.14 308.22
7 3351 -675.35 161.37
0 3352 -601.94 32.36
1 3352 -337.86 214.14
7 3352 -760.2 10.39
0 3353 500.71 439.27
1 3353 880.15 322.85
2 3353 272.12 324.73
3 3353 130.34 -4.76001
6 3353 176.95 581.85
0 3354 -114.59 242.1
1 3354 186.07 282.84
0 3355 -91.99 238.72
1 3355 206.2 273.86
7 3355 -273.58 295.16
10 3355 -225.83 414.05
0 3356 -446.14 13.84
1 3356 -207.35 156.76
15 3356 -632.01 93.87
0 3357 -148.03 282.45
1 3357 167.91 330.58
7 3357 -340.92 328.9
11 3357 16.11 -462.3
0 3358 -454.01 130.94
1 3358 -173.08 266.46
0 3359 -416.33 353.99
1 3359 -74.82 467.59
7 3359 -627.07 368.37
15 3359 -643.54 567.28
0 3360 -329.47 221.92
1 3360 -26.99 319.62
7 3360 -515.35 242.53
13 3360 -65.97 -86.33
14 3360 -13.12 -544
0 3361 -802.18 50.11
1 3361 -502.92 278.22
0 3362 -871.04 -32.72
1 3362 -584.64 222
0 3363 -824.94 16.34
1 3363 -532.08 253.51
0 3364 -240.27 201.9
1 3364 49.92 277.54
7 3364 -416.04 238.17
0 3365 191.77 11.99
1 3365 351.3 -15.93
7 3365 104 156.87
10 3365 127.83 173.96
15 3365 224.22 179.79
0 3366 212.69 554.49
1 3366 619.57 512.66
0 3367 -456.54 369.42
1 3367 -110.39 492.13
10 3367 -683.86 539.11
0 3368 -384.63 344.18
1 3368 -46.56 450.58
11 3368 -196.69 -403.18
12 3368 -713.28 259.76
15 3368 -596.6 557.85
0 3369 524.91 -278.67
1 3369 633.79 -427.07
2 3369 642.44 -248.96
0 3370 195.92 492.87
1 3370 585.76 452.68
11 3370 324.58 -262.35
0 3371 -494.62 157.98
1 3371 -200.35 301.95
7 3371 -674.74 155.72
0 3372 -551.62 19.56
1 3372 -298.86 189.4
0 3373 -462.85 123.14
1 3373 -184.06 261.59
0 3374 181.8 497.96
1 3374 569.96 461.61
11 3374 311.84 -258.66
0 3375 152.75 492.96
1 3375 536.73 463.87
11 3375 285.07 -263.98
0 3376 -256.34 -549.22
1 3376 -235.87 -411.97
4 3376 -654.22 -183.85
0 3377 54.76 226.36
1 3377 347.23 222.21
6 3377 -292.67 201.32
0 3378 -225.64 511.28
1 3378 148.67 575.53
0 3379 30.39 124.1
1 3379 232.15 140.67
0 3380 -10.7 147.75
1 3380 205.04 174.3
10 3380 -121.26 312.71
0 3381 -358.24 -534.32
1 3381 -321.12 -365.64
0 3382 257.67 351.94
1 3382 605.05 291.19
